title,authors,year,venue,entry_type,doi,url,source_files,dup_count,norm_title
An analytical solution of switching angles for Selective Harmonic Elimination (SHE) in a cascaded seven level inverter,Sraddhanjoli Bhadra and Dennis Gregory and H. Patangia,2016,2016 IEEE 2nd Annual Southern Power Electronics Conference (SPEC),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=7846158,papers_15.bib,1,an analytical solution of switching angles for selective harmonic elimination she in a cascaded seven level inverter
An approach for Test Impact Analysis on the Integration Level in Java programs,Muzammil Shahbaz,2022,ArXiv,article,,https://api.semanticscholar.org/CorpusId:253523205,papers_12.bib,1,an approach for test impact analysis on the integration level in java programs
An Assessment of Changeability of Open Source Software,Y. Ayalew and Kagiso Mguni,2013,Comput. Inf. Sci.,article,,https://api.semanticscholar.org/CorpusId:18380104,papers_7.bib,1,an assessment of changeability of open source software
An attention-guided graph spiking approach for seizure localization and detection in healthcare,Resmi Cherian and E. Grace Mary Kanaga,2025,Healthcare Analytics,article,,https://doi.org/10.1016/j.health.2025.100437,papers_4.bib,1,an attention guided graph spiking approach for seizure localization and detection in healthcare
An Automated Impact Analysis Approach for Test Cases based on Changes of Use Case based Requirement Specifications,Adisak Intana and Kanjana Laosen and Thiwatip Sriraksa,2023,International Journal of Advanced Computer Science and Applications,article,,https://api.semanticscholar.org/CorpusId:256538841,papers_12.bib,1,an automated impact analysis approach for test cases based on changes of use case based requirement specifications
An early impact analysis technique for software maintenance,Richard J. Turver and M. Munro,1994,J. Softw. Maintenance Res. Pract.,article,,https://doi.org/10.1002/smr.4360060104,papers_7.bib,1,an early impact analysis technique for software maintenance
An Efficient Causal Group Communication Protocol for Free Scale Peer-to-Peer Networks,Grigory Evropeytsev and S. P. Pomares Hern{\'a}ndez and J. P. P{\'e}rez Cruz,2016,Applied Sciences,article,,https://api.semanticscholar.org/CorpusId:15929964,papers_9.bib,1,an efficient causal group communication protocol for free scale peer to peer networks
An empirical comparison of dynamic impact analysis algorithms,A. Orso and Taweesup Apiwattanapong and James Law and Gregg Rothermel and M. J. Harrold,2004,Proceedings. 26th International Conference on Software Engineering,article,,http://dl.acm.org/citation.cfm?id=999453,papers_8.bib,1,an empirical comparison of dynamic impact analysis algorithms
An Empirical Study of Untangling Patterns of Two-Class Dependency Cycles,Qiong Feng and S. Liu and Huan Ji and Xiaotian Ma and Peng Liang,2023,Empirical Software Engineering,article,,https://api.semanticscholar.org/CorpusId:259203389,papers_9.bib,1,an empirical study of untangling patterns of two class dependency cycles
An Empirical Study on Failures in Automated Issue Solving,Si-Miao Liu and Fang Liu and Lie-Hao Li and Xin Tan and Ying-Hao Zhu and Xiaoli Lian and Li Zhang,2025,ArXiv,article,,https://api.semanticscholar.org/CorpusId:281333210,papers_6.bib,1,an empirical study on failures in automated issue solving
An Empirical Study on Views of Importance of Change Impact Analysis Issues,Per Rovegard and L. Angelis and C. Wohlin,2008,IEEE Transactions on Software Engineering,article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=4527253,papers_12.bib+papers_7.bib+papers_8.bib,3,an empirical study on views of importance of change impact analysis issues
An enhanced cascade ensemble method for big data analysis,Ivan Izonin and Roman Muzyka and R. Tkachenko and Michal Gregu{\vs} and R. Korzh and Kyrylo Yemets,2025,IAES International Journal of Artificial Intelligence (IJ-AI),article,,https://api.semanticscholar.org/CorpusId:276426197,papers_15.bib,1,an enhanced cascade ensemble method for big data analysis
An Extensive Study on Smell-Aware Bug Localization,Aoi Takahashi and Natthawute Sae-Lim and Shinpei Hayashi and M. Saeki,2021,ArXiv,article,,https://api.semanticscholar.org/CorpusId:233347122,papers_10.bib+papers_11.bib,2,an extensive study on smell aware bug localization
An Impact on Software Code Changes: Ample Review,Babita Pathik and Meena Sharma,2017,Indian journal of science and technology,article,,https://api.semanticscholar.org/CorpusId:64621068,papers_8.bib,1,an impact on software code changes ample review
An initial evaluation of requirements dependency types in change propagation analysis,Juan Li and Liming Zhu and D. Jeffery and Y. Liu and He Zhang and Qing Wang and Mingshu Li,2012,International Conference on Evaluation \& Assessment in Software Engineering,inproceedings,,https://doi.org/10.1049/ic.2012.0009,papers_9.bib,1,an initial evaluation of requirements dependency types in change propagation analysis
An Integrated model-based Approach for FMECA Development for Smart Manufacturing Applications,S. Ghoshal and S. Deb and D. Haste and A. Hess and F. Zahiri and Gregory Sutton,2019,Annual Conference of the PHM Society,article,,https://api.semanticscholar.org/CorpusId:204106491,papers_9.bib,1,an integrated model based approach for fmeca development for smart manufacturing applications
An Integrated Model for Information Retrieval Based Change Impact Analysis,Wei Wang and Yun He and Tong Li and Jiajun Zhu and Jinzhuo Liu,2018,Sci. Program.,article,,https://api.semanticscholar.org/CorpusId:3847597,papers_7.bib,1,an integrated model for information retrieval based change impact analysis
An Item based Geo-Recommender System Inspired by Artificial Immune Algorithms,Antonio Cabanas-Abascal and Eduardo Garc{\'i}a-Machicado and Lisardo Prieto-Gonz{\'a}lez and Antonio de Amescua Seco,2013,J. Univers. Comput. Sci.,article,,https://api.semanticscholar.org/CorpusId:10000015,papers_15.bib,1,an item based geo recommender system inspired by artificial immune algorithms
An optimum character recognition system using decision functions,C.-K. Chow,1957,IRE Trans. Electron. Comput.,article,,https://doi.org/10.1109/TEC.1957.5222035,papers_15.bib,1,an optimum character recognition system using decision functions
Analyzing and Integrating Dependency Parsers,Ryan T. McDonald and Joakim Nivre,2011,Computational Linguistics,article,,https://www.aclweb.org/anthology/J11-1007.pdf,papers_9.bib,1,analyzing and integrating dependency parsers
Anatomically Guided Graph Neural Network for Intracranial Aneurysm Detection and Localization in 3D TOF-MRA,Keerthi A. S. Pillai and K. P. Preena and Madhu S. Nair,2026,IEEE Transactions on Artificial Intelligence,article,,https://doi.org/10.1109/tai.2026.3731570,papers_4.bib,1,anatomically guided graph neural network for intracranial aneurysm detection and localization in 3d tof mra
API Change Impact Analysis for Android Apps,Tarek Mahmud and Mujahid Khan and J. Rouijel and Meiru Che and Guowei Yang,2021,"2021 IEEE 45th Annual Computers, Software, and Applications Conference (COMPSAC)",article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=9529796,papers_12.bib,1,api change impact analysis for android apps
APICIA: An API Change Impact Analyzer for Android Apps,Tarek Mahmud and Meiru Che and J. Rouijel and Mujahid Khan and Guowei Yang,2024,2024 IEEE/ACM 46th International Conference on Software Engineering: Companion Proceedings (ICSE-Companion),article,,https://api.semanticscholar.org/CorpusId:269987300,papers_12.bib,1,apicia an api change impact analyzer for android apps
Application of feature propagation to dependency parsing,K. Bengoetxea and Koldo Gojenola,2009,International Workshop/Conference on Parsing Technologies,inproceedings,,https://api.semanticscholar.org/CorpusId:1638363,papers_9.bib,1,application of feature propagation to dependency parsing
Application of the Law of Minimum and Dissimilarity Analysis to Regression Test Case Prioritization,Ekincan Ufuktepe and Tugkan Tuglular,2023,IEEE Access,article,,https://api.semanticscholar.org/CorpusId:259158448,papers_12.bib,1,application of the law of minimum and dissimilarity analysis to regression test case prioritization
Approximation-Aware Dependency Parsing by Belief Propagation,Matthew R. Gormley and Mark Dredze and Jason Eisner,2015,Transactions of the Association for Computational Linguistics,article,,https://api.semanticscholar.org/CorpusId:2347857,papers_9.bib,1,approximation aware dependency parsing by belief propagation
Architecture-based change impact analysis in cross-disciplinary automated production systems,R. Heinrich and S. Koch and S. Cha and Kiana Busch and Ralf H. Reussner and B. Vogel-Heuser,2018,J. Syst. Softw.,article,,https://doi.org/10.1016/j.jss.2018.08.058,papers_8.bib,1,architecture based change impact analysis in cross disciplinary automated production systems
ARISE: A Repository-level Graph Representation and Toolset for Agentic Program Repair and Fault Localization,Shahd Seddik and Fahd Seddik and Amirrezza Esmaeili and Mahdieh Sadatbenis and F. Fard,2026,unknown,inproceedings,,https://api.semanticscholar.org/CorpusId:287962970,papers_14.bib,1,arise a repository level graph representation and toolset for agentic program repair and fault localization
Aspect-Level Sentiment Analysis Via Convolution over Dependency Tree,Kai Sun and Richong Zhang and Samuel Mensah and Yongyi Mao and Xudong Liu,2019,Conference on Empirical Methods in Natural Language Processing,inproceedings,,https://api.semanticscholar.org/CorpusId:202781392,papers_9.bib,1,aspect level sentiment analysis via convolution over dependency tree
Assessing the exposure of software changes,Mehran Meidani and Maxime Lamothe and Shane McIntosh,2021,Empirical Software Engineering,article,,https://api.semanticscholar.org/CorpusId:233004320,papers_7.bib,1,assessing the exposure of software changes
Asymptotically Optimal Coded Distributed Computing via Combinatorial Designs,Minquan Cheng and Youlong Wu and Xianxian Li and Dian-Hua Wu,2023,IEEE/ACM Transactions on Networking,article,,https://api.semanticscholar.org/CorpusId:256827387,papers_15.bib,1,asymptotically optimal coded distributed computing via combinatorial designs
Atomic Cascade Computations,S. Fritzsche and P. Palmeri and S. Schippers,2021,Symmetry,article,,https://api.semanticscholar.org/CorpusId:233246674,papers_15.bib,1,atomic cascade computations
Attention Mechanism and Heuristic Approach: Context-Aware File Ranking Using Multi-Head Self-Attention,Pradeep Kumar Sharma and S. Godbole and Sarada Prasad Jena and Hritvik Shrivastava,2026,ArXiv,article,,https://api.semanticscholar.org/CorpusId:284648307,papers_8.bib,1,attention mechanism and heuristic approach context aware file ranking using multi head self attention
Audio-Visual Semantic Graph Network for Audio-Visual Event Localization,Liang Liu and Shuaiyong Li and Yongqiang Zhu,2025,2025 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=11092872,papers_4.bib,1,audio visual semantic graph network for audio visual event localization
AuditCoder: Responsibility-Preserving Task Graphs for Auditable Code Generation and Bounded Repair,Kangjie Huang and Chen Lyu,2026,ArXiv,article,,https://arxiv.org/pdf/2607.29529.pdf,papers_14.bib,1,auditcoder responsibility preserving task graphs for auditable code generation and bounded repair
AutoCodeRover: Autonomous Program Improvement,Yun-Tong Zhang and Haifeng Ruan and Zhi-Yu Fan and Abhik Roychoudhury,2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,article,,http://dl.acm.org/citation.cfm?id=3680384,papers_14.bib+papers_6.bib,2,autocoderover autonomous program improvement
AutoCodeSherpa: Symbolic Explanations in AI Coding Agents,Sung-Min Kang and Haifeng Ruan and Abhik Roychoudhury,2025,ArXiv,article,,https://api.semanticscholar.org/CorpusId:280391282,papers_14.bib+papers_6.bib,2,autocodesherpa symbolic explanations in ai coding agents
Automated Program Repair via Conversation: Fixing 162 out of 337 Bugs for \$0.42 Each using ChatGPT,Chun Xia and Lingming Zhang,2023,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,article,,http://dl.acm.org/citation.cfm?id=3680323,papers_6.bib,1,automated program repair via conversation fixing 162 out of 337 bugs for 0 42 each using chatgpt
Automated Repair of C Programs Using Large Language Models,Mahdi Farzandway and Fatemeh Ghassemi,2025,ArXiv,article,,https://arxiv.org/pdf/2509.01947.pdf,papers_14.bib,1,automated repair of c programs using large language models
Automated Repair of Programs from Large Language Models,Zhi-Yu Fan and Xiang Gao and M. Mirchev and Abhik Roychoudhury and Shin Hwei Tan,2022,2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),article,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=\&arnumber=10172854,papers_6.bib,1,automated repair of programs from large language models
